EmployeeID,firstname,lastname,startdate,exitdate,DaysInService,EmployeeCategory
1844,Camryn,Fritz,2019-09-11,,NULL,LongTerm
1845,Amanda,Lambert,2020-03-05,2021-08-22,535,MidTerm
1846,Winston,Callahan,2019-12-02,,NULL,LongTerm
1847,Maverick,Lang,2022-12-03,2022-12-24,21,ShortTerm
1848,Harold,Reid,2021-12-23,,NULL,LongTerm
1849,Cindy,York,2022-01-28,,NULL,LongTerm
1850,Breanna,Cardenas,2019-12-15,2021-06-25,558,MidTerm
1851,Tripp,Blake,2021-11-11,2022-08-01,263,ShortTerm
1852,Elaine,Moon,2019-02-15,2023-07-28,1624,LongTerm
1853,Jaime,Morrow,2022-03-31,,NULL,LongTerm
1854,Leslie,Potts,2020-10-25,2022-04-18,540,MidTerm
1855,Keith,Haas,2022-07-25,2023-04-26,275,ShortTerm
1856,Matteo,Oneal,2021-08-02,,NULL,LongTerm
1857,Erik,Graham,2021-11-13,2023-03-17,489,MidTerm
1858,Lailah,Haney,2019-05-07,2019-11-27,204,ShortTerm
1859,Mohamed,Gay,2020-12-31,2021-03-04,63,ShortTerm
1860,Frankie,Banks,2019-12-10,2020-03-07,88,ShortTerm
1861,Lorelei,Glass,2020-06-11,,NULL,LongTerm
1862,Marie,Moyer,2021-08-30,,NULL,LongTerm
1863,Amari,Bowen,2019-11-04,2021-12-29,786,MidTerm
1864,Prince,Dickerson,2023-06-03,2023-07-18,45,ShortTerm
1865,Lane,Church,2021-02-14,,NULL,LongTerm
1866,Cassie,Nolan,2023-02-28,,NULL,LongTerm
1867,Mauricio,Buchanan,2021-01-09,2021-08-17,220,ShortTerm
1868,Briana,Wang,2022-03-22,2023-05-15,419,MidTerm
1869,Salma,Blackwell,2019-11-11,,NULL,LongTerm
1870,Shelby,Frazier,2022-10-04,,NULL,LongTerm
1871,Lindsay,Becker,2021-08-23,,NULL,LongTerm
1872,Reyna,Good,2022-12-05,2023-06-18,195,ShortTerm
1873,Nathalie,Rivera,2019-07-20,2019-08-28,39,ShortTerm
1874,Saniyah,Schroeder,2021-11-05,,NULL,LongTerm
1875,Taylor,Mann,2021-01-04,2023-03-04,789,MidTerm
1876,Rylee,Stevenson,2022-10-14,2023-03-02,139,ShortTerm
1877,Waylon,Pennington,2021-10-30,,NULL,LongTerm
1878,Kobe,Crosby,2022-10-02,2023-06-28,269,ShortTerm
1879,Carmen,Davidson,2018-11-25,2020-06-14,567,MidTerm
1880,Sidney,Moran,2021-07-09,2023-01-28,568,MidTerm
1881,Alena,Bonilla,2019-05-01,,NULL,LongTerm
1882,Baron,Luna,2021-11-09,2023-01-13,430,MidTerm
1883,Giselle,Butler,2018-08-27,2019-03-23,208,ShortTerm
1884,Sophie,Horne,2019-03-16,,NULL,LongTerm
1885,Jabari,Guerrero,2022-01-07,,NULL,LongTerm
1886,Ahmed,Montgomery,2022-10-04,2023-03-05,152,ShortTerm
1887,Esther,Spears,2022-03-23,,NULL,LongTerm
1888,Darian,Wall,2020-05-05,2023-07-25,1176,LongTerm
1889,Kaleb,Cole,2020-11-23,,NULL,LongTerm
1890,Anthony,Terrell,2022-03-28,,NULL,LongTerm
1891,William,Douglas,2020-03-25,,NULL,LongTerm
1892,Saniya,Buck,2018-08-07,,NULL,LongTerm
1893,Kristopher,Owen,2020-02-11,,NULL,LongTerm
1894,Hadley,Tapia,2023-01-01,,NULL,LongTerm
1895,Lillie,Bush,2022-12-07,,NULL,LongTerm
1896,Lamont,Cook,2023-03-13,,NULL,LongTerm
1897,Danna,Rollins,2021-11-14,,NULL,LongTerm
1898,Shaun,Velazquez,2019-06-05,2020-10-20,503,MidTerm
1899,Kolton,Duarte,2020-12-12,2023-05-28,897,MidTerm
1900,Jonas,Braun,2020-04-06,,NULL,LongTerm
1901,Meadow,Howe,2023-01-30,,NULL,LongTerm
1902,Sarahi,Raymond,2020-09-08,2022-09-19,741,MidTerm
1903,Taylor,Wiggins,2020-12-14,2021-12-07,358,ShortTerm
1904,Ezra,Zhang,2022-11-07,,NULL,LongTerm
1905,Sonia,Chung,2022-04-06,,NULL,LongTerm
1906,Bryce,Mills,2021-02-22,,NULL,LongTerm
1907,Wade,Wiggins,2022-05-16,,NULL,LongTerm
1908,Selina,Gonzalez,2020-01-18,,NULL,LongTerm
1909,Tyree,Parsons,2021-10-21,,NULL,LongTerm
1910,Adrian,Murray,2019-01-05,,NULL,LongTerm
1911,Kael,Fisher,2021-01-24,2022-01-27,368,MidTerm
1912,Erica,French,2020-03-06,2021-03-06,365,MidTerm
1913,Damaris,Oneal,2022-11-19,2023-02-15,88,ShortTerm
1914,Rebecca,Craig,2019-03-15,2019-10-02,201,ShortTerm
1915,Carley,Waters,2023-05-11,2023-07-05,55,ShortTerm
1916,Kadyn,Harrison,2022-02-05,2023-02-07,367,MidTerm
1917,Megan,Huang,2019-05-29,,NULL,LongTerm
1918,Callum,Blair,2023-01-09,2023-03-14,64,ShortTerm
1919,Emilie,Donaldson,2022-05-01,2022-11-21,204,ShortTerm
1920,Darius,Duke,2021-01-26,2021-08-06,192,ShortTerm
1921,Kenya,Decker,2021-09-06,2023-07-02,664,MidTerm
1922,Tyrese,Sloan,2020-07-29,,NULL,LongTerm
1923,Giana,Roach,2023-03-31,2023-04-30,30,ShortTerm
1924,Teagan,Swanson,2023-05-16,2023-05-29,13,ShortTerm
1925,Jerome,Fischer,2023-04-29,2023-07-07,69,ShortTerm
1926,Grayson,Preston,2019-11-27,,NULL,LongTerm
1927,Turner,Bradley,2022-11-03,2023-04-02,150,ShortTerm
1928,Elvis,Daniels,2022-08-08,,NULL,LongTerm
1929,Rose,Travis,2023-07-27,,NULL,LongTerm
1930,Frank,Williams,2023-07-15,,NULL,LongTerm
1931,Yurem,Donovan,2022-11-09,,NULL,LongTerm
1932,John,Smith,2019-12-24,2022-06-12,901,MidTerm
1933,Lynn,Daneault,2019-03-08,,NULL,LongTerm
1934,Donysha,Kampew,2019-06-25,2020-10-04,467,MidTerm
1935,Jordin,Lozano,2019-01-03,,NULL,LongTerm
1936,Ronald,Gross,2023-02-02,,NULL,LongTerm
1937,Maryjane,Choi,2022-03-30,2023-01-30,306,ShortTerm
1938,Madalynn,Yates,2020-03-23,,NULL,LongTerm
1939,Angelina,Peck,2019-06-06,,NULL,LongTerm
1940,Dario,Shaw,2023-05-28,,NULL,LongTerm
1941,Deven,Frazier,2021-02-03,,NULL,LongTerm
1942,Jett,Kent,2019-07-30,2022-11-09,1198,LongTerm
1943,Zander,Aguilar,2022-05-08,2022-11-17,193,ShortTerm
1944,Alessandro,Chavez,2020-05-12,,NULL,LongTerm
1945,Jaxson,Brady,2019-03-28,2022-12-10,1353,LongTerm
1946,Giovanni,Whitaker,2019-07-22,,NULL,LongTerm
1947,Karen,Goodman,2020-09-17,,NULL,LongTerm
1948,Skyla,Lambert,2022-07-02,2022-08-09,38,ShortTerm
1949,Ashlynn,Duffy,2019-11-30,,NULL,LongTerm
1950,Lilliana,Walker,2023-07-21,2023-07-21,0,ShortTerm
1951,Lindsay,Copeland,2020-08-26,2021-05-30,277,ShortTerm
1952,Kristin,Mccarty,2020-05-16,,NULL,LongTerm
1953,Barbara,Sutwell,2023-04-06,2023-05-24,48,ShortTerm
1954,Lenora,Tejeda,2019-02-18,2022-10-31,1351,LongTerm
1955,Ludwick,Harrell,2020-10-10,,NULL,LongTerm
1956,Courtney,Beatrice,2021-05-15,,NULL,LongTerm
1957,Melisa,Gerke,2019-05-13,2022-05-30,1113,LongTerm
1958,Lin,Chan,2019-07-04,,NULL,LongTerm
1959,Kamrin,Sander,2022-04-01,2022-04-28,27,ShortTerm
1960,Thomas,Rhoads,2018-11-03,,NULL,LongTerm
1961,Nina,Panjwani,2018-10-11,2022-05-04,1301,LongTerm
1962,Megan,Faller,2023-06-25,2023-07-25,30,ShortTerm
1963,Judy,Jung,2020-09-14,2021-08-31,351,ShortTerm
1964,April,Evensen,2022-12-20,2023-03-11,81,ShortTerm
1965,Julissa,Hunts,2022-02-23,,NULL,LongTerm
1966,Kristie,Nowlan,2019-05-31,,NULL,LongTerm
1967,Dawn,Motlagh,2019-01-29,,NULL,LongTerm
1968,Theresa,Wallace,2019-09-01,,NULL,LongTerm
1969,Allison,Lydon,2021-01-17,2021-06-08,142,ShortTerm
1970,Trina,Alagbe,2022-04-21,2022-04-21,0,ShortTerm
1971,Betsy,Bondwell,2018-09-15,2023-07-14,1763,LongTerm
1972,Joe,Smith,2021-12-04,2022-01-07,34,ShortTerm
1973,Lisa,Lunquist,2019-11-14,,NULL,LongTerm
1974,Jene'ya,Darson,2021-04-14,,NULL,LongTerm
1975,Hunter,Cannon,2019-04-14,,NULL,LongTerm
1976,Jon,Lynn,2021-01-09,,NULL,LongTerm
1977,Paxton,Clarke,2022-12-26,2023-07-04,190,ShortTerm
1978,Lillian,Hines,2021-10-05,2023-07-02,635,MidTerm
1979,Liam,Snow,2022-09-25,2023-03-27,183,ShortTerm
1980,Arianna,Horton,2021-11-10,,NULL,LongTerm
1981,Ayanna,Short,2021-04-08,2023-07-16,829,MidTerm
1982,Steve,Charles,2018-11-14,,NULL,LongTerm
1983,Ricardo,Bruce,2020-03-14,2022-10-22,952,MidTerm
1984,Laura,Gutierrez,2020-06-24,,NULL,LongTerm
1985,Braxton,Rojas,2023-03-19,2023-04-04,16,ShortTerm
1986,Sage,Mercer,2022-08-15,,NULL,LongTerm
1987,Chase,Horn,2018-11-09,,NULL,LongTerm
1988,Juliana,Dyer,2018-11-23,2019-08-19,269,ShortTerm
1989,Alec,Stephens,2020-02-25,,NULL,LongTerm
1990,Adriana,Weber,2020-05-16,2022-05-18,732,MidTerm
1991,Lola,Hensley,2019-06-18,2023-07-05,1478,LongTerm
1992,Shamar,Delgado,2019-05-20,2021-03-30,680,MidTerm
1993,Emmanuel,Huang,2020-10-16,2021-02-12,119,ShortTerm
1994,Brenna,Decker,2022-07-01,2022-11-03,125,ShortTerm
1995,Averie,Wolfe,2022-12-17,,NULL,LongTerm
1996,Gaige,Marsh,2021-10-24,2021-11-21,28,ShortTerm
1997,Karli,Ross,2019-02-28,2019-10-11,225,ShortTerm
1998,Amiyah,Beasley,2022-03-24,,NULL,LongTerm
1999,Kayla,Gibbs,2021-10-17,2022-11-12,391,MidTerm
2000,Jocelyn,Jackson,2022-05-13,2022-09-12,122,ShortTerm
2001,Gilbert,Newman,2019-10-09,2023-01-06,1185,LongTerm
2002,Roberto,Rosales,2018-10-12,2023-07-21,1743,LongTerm
2003,Justice,Rhodes,2020-04-13,2022-11-28,959,MidTerm
2004,Adyson,Esparza,2021-04-25,,NULL,LongTerm
2005,Laci,Baird,2018-12-21,2022-11-16,1426,LongTerm
2006,Samson,Meza,2021-09-19,,NULL,LongTerm
2007,Deacon,Bass,2020-12-15,,NULL,LongTerm
2008,Kaila,Johnston,2019-07-15,2020-01-13,182,ShortTerm
2009,Cayden,Maynard,2021-11-17,,NULL,LongTerm
2010,Araceli,Mcguire,2023-02-04,2023-06-24,140,ShortTerm
2011,Naomi,Hardin,2022-07-03,2022-07-12,9,ShortTerm
2012,Darnell,Eaton,2020-01-24,2022-09-14,964,MidTerm
2013,Zariah,Ritter,2019-07-07,2021-03-27,629,MidTerm
2014,Malaki,Richards,2022-03-13,,NULL,LongTerm
2015,Markus,Robles,2023-06-02,,NULL,LongTerm
2016,Angela,Kaufman,2021-04-08,,NULL,LongTerm
2017,Shaniya,Wolfe,2019-12-02,,NULL,LongTerm
2018,Anya,Morton,2022-03-09,2023-05-18,435,MidTerm
2019,Emery,Peck,2022-03-26,,NULL,LongTerm
2020,Angelique,Mathis,2021-05-08,2022-08-05,454,MidTerm
2021,Marlee,Woods,2022-11-29,,NULL,LongTerm
2022,Jocelyn,Valentine,2019-05-24,,NULL,LongTerm
2023,Sophie,Moran,2022-01-29,2022-04-23,84,ShortTerm
2024,Yair,Snyder,2021-07-06,2022-03-14,251,ShortTerm
2025,Shamar,Herman,2021-01-29,2023-02-12,744,MidTerm
2026,Ishaan,Schaefer,2023-05-13,2023-06-10,28,ShortTerm
2027,Liam,Figueroa,2019-05-22,,NULL,LongTerm
2028,Linda,Combs,2021-09-30,2021-11-14,45,ShortTerm
2029,Marilyn,Moss,2019-09-09,,NULL,LongTerm
2030,Yuliana,Nelson,2019-04-26,2019-05-13,17,ShortTerm
2031,August,Wiley,2022-02-19,2023-04-05,410,MidTerm
2032,Lindsay,Pennington,2022-04-16,2022-12-25,253,ShortTerm
2033,Nico,Villarreal,2022-05-12,,NULL,LongTerm
2034,Jaliyah,Conway,2021-08-26,2023-08-03,707,MidTerm
2035,Raymond,Gillespie,2020-06-06,2021-11-23,535,MidTerm
2036,Joey,Montes,2022-06-26,,NULL,LongTerm
2037,Ian,Hester,2021-01-09,2022-05-14,490,MidTerm
2038,Weston,Rios,2018-09-02,,NULL,LongTerm
2039,Carson,Pennington,2022-04-22,,NULL,LongTerm
2040,Brynlee,Crawford,2021-12-05,2023-06-26,568,MidTerm
2041,Sanai,Rose,2022-09-13,,NULL,LongTerm
2042,Luna,Arroyo,2019-11-24,,NULL,LongTerm
2043,Lorelai,Hale,2020-03-19,,NULL,LongTerm
2044,Darrell,Horne,2022-09-14,,NULL,LongTerm
2045,Itzel,Nunez,2021-09-21,,NULL,LongTerm
2046,Serena,Lutz,2020-05-22,,NULL,LongTerm
2047,Gwendolyn,Gray,2022-12-13,,NULL,LongTerm
2048,Khalil,Lee,2022-02-07,,NULL,LongTerm
2049,Corinne,Navarro,2020-10-06,,NULL,LongTerm
2050,Meadow,Atkins,2022-01-11,2022-12-16,339,ShortTerm
2051,Jaden,Charles,2022-02-26,,NULL,LongTerm
2052,Blaine,Contreras,2020-06-10,2022-11-13,886,MidTerm
2053,Kolten,Kim,2021-09-27,,NULL,LongTerm
2054,Erika,Mata,2018-10-25,2021-10-15,1086,MidTerm
2055,Beau,Olsen,2020-11-25,,NULL,LongTerm
2056,Kelly,Ellis,2020-04-17,2022-02-26,680,MidTerm
2057,Nikhil,Rivas,2021-04-15,,NULL,LongTerm
2058,Brady,Boyd,2022-04-17,2022-06-03,47,ShortTerm
2059,Alfred,Manning,2023-07-29,2023-08-06,8,ShortTerm
2060,Angelina,Russell,2023-01-26,,NULL,LongTerm
2061,King,Garrison,2018-12-12,,NULL,LongTerm
2062,Kale,Middleton,2018-10-25,,NULL,LongTerm
2063,Kailyn,Montgomery,2021-05-20,,NULL,LongTerm
2064,Philip,Cobb,2020-08-28,2020-12-26,120,ShortTerm
2065,Bria,Spence,2020-05-10,,NULL,LongTerm
2066,Ellie,Holder,2023-08-04,2023-08-04,0,ShortTerm
2067,Denzel,Clark,2022-04-22,,NULL,LongTerm
2068,Sidney,Lewis,2021-06-05,,NULL,LongTerm
2069,Simon,Rivers,2022-06-29,,NULL,LongTerm
2070,Branson,Schneider,2022-07-02,,NULL,LongTerm
2071,Maren,Whitehead,2023-01-04,,NULL,LongTerm
2072,Gilbert,Hensley,2023-07-08,,NULL,LongTerm
2073,Armani,Barker,2023-03-03,2023-08-06,156,ShortTerm
2074,Tamia,Byrd,2019-08-19,,NULL,LongTerm
2075,Oliver,Richardson,2018-10-30,,NULL,LongTerm
2076,Nathalia,Larson,2021-12-07,2023-01-02,391,MidTerm
2077,Laurel,Chan,2020-11-18,2021-02-13,87,ShortTerm
2078,Alejandra,Barnes,2018-09-26,2019-10-15,384,MidTerm
2079,Emilio,Daniel,2022-06-19,,NULL,LongTerm
2080,Ellie,Robbins,2022-09-15,2023-02-14,152,ShortTerm
2081,Vicente,Hansen,2020-05-09,,NULL,LongTerm
2082,Jordan,Kemp,2021-02-17,,NULL,LongTerm
2083,Edith,Richard,2020-04-12,,NULL,LongTerm
2084,Dustin,Snow,2021-03-30,,NULL,LongTerm
2085,Layton,Goodwin,2019-05-05,2022-01-11,982,MidTerm
2086,Eliza,Munoz,2021-05-31,2021-11-12,165,ShortTerm
2087,Arianna,Durham,2019-11-21,2020-06-24,216,ShortTerm
2088,Lia,Orr,2019-07-19,,NULL,LongTerm
2089,Ethan,Rhodes,2018-12-29,2020-07-04,553,MidTerm
2090,Alexis,Nielsen,2023-01-12,,NULL,LongTerm
2091,Adalyn,Bass,2022-11-25,,NULL,LongTerm
2092,Hadley,Benson,2019-11-13,,NULL,LongTerm
2093,Carlee,Lang,2020-09-08,2022-08-24,715,MidTerm
2094,Eli,Flores,2019-06-16,2021-09-07,814,MidTerm
2095,Lyric,Solomon,2023-07-14,2023-07-16,2,ShortTerm
2096,Jerome,Howard,2023-07-18,,NULL,LongTerm
2097,Parker,Fritz,2018-12-06,2019-04-09,124,ShortTerm
2098,Phillip,Fuentes,2020-07-15,,NULL,LongTerm
2099,Drake,Wiggins,2018-10-30,,NULL,LongTerm
2100,Lucy,Santos,2022-09-13,,NULL,LongTerm
2101,Justice,Curry,2022-12-28,2023-05-13,136,ShortTerm
2102,Valeria,Zavala,2023-03-24,,NULL,LongTerm
2103,Nola,Sellers,2020-10-02,,NULL,LongTerm
2104,Andre,Fields,2020-09-14,,NULL,LongTerm
2105,Joel,Hanson,2020-01-19,,NULL,LongTerm
2106,Tony,Mendoza,2019-04-14,2023-01-20,1377,LongTerm
2107,Jacqueline,Black,2023-06-02,2023-07-24,52,ShortTerm
2108,Denise,Mccullough,2022-05-09,2023-01-03,239,ShortTerm
2109,Zain,Tanner,2021-02-23,,NULL,LongTerm
2110,Richard,Deleon,2021-06-04,,NULL,LongTerm
2111,Carmelo,Hayden,2022-03-29,2022-07-30,123,ShortTerm
2112,Emilio,Pierce,2019-07-30,2020-01-21,175,ShortTerm
2113,Emerson,Wood,2020-07-09,2022-12-10,884,MidTerm
2114,Abagail,Moran,2019-08-24,,NULL,LongTerm
2115,Nikhil,Cummings,2019-04-15,2023-05-10,1486,LongTerm
2116,Stanley,Bowen,2021-08-21,,NULL,LongTerm
2117,Terrell,Hanna,2020-06-22,,NULL,LongTerm
2118,Dale,Mendoza,2020-01-28,,NULL,LongTerm
2119,Marcos,Carey,2019-03-29,,NULL,LongTerm
2120,Simeon,Pittman,2018-10-05,,NULL,LongTerm
2121,Jenna,Cochran,2020-08-20,,NULL,LongTerm
2122,Tia,Kent,2021-06-11,2022-11-14,521,MidTerm
2123,Chace,Farley,2021-09-10,,NULL,LongTerm
2124,Spencer,Hicks,2023-02-21,2023-07-09,138,ShortTerm
2125,Leslie,Zamora,2019-08-09,,NULL,LongTerm
2126,Chasity,Kennedy,2021-03-08,2022-10-07,578,MidTerm
2127,Makena,Benitez,2019-07-20,,NULL,LongTerm
2128,Remington,Walton,2023-03-27,,NULL,LongTerm
2129,Raina,Best,2019-10-07,,NULL,LongTerm
2130,Paulina,Henderson,2022-12-13,,NULL,LongTerm
2131,Kaiya,Marsh,2020-06-06,2022-03-12,644,MidTerm
2132,Scarlett,Brooks,2022-04-25,,NULL,LongTerm
2133,Makhi,Kramer,2020-07-28,,NULL,LongTerm
2134,Beatrice,Faulkner,2022-02-28,2023-05-31,457,MidTerm
2135,Valeria,Mayo,2021-10-25,2023-02-18,481,MidTerm
2136,Darrell,Vaughan,2018-09-12,2020-07-11,668,MidTerm
2137,Carlos,Murphy,2022-12-31,2023-01-15,15,ShortTerm
2138,Wilson,Sloan,2021-11-04,2023-06-10,583,MidTerm
2139,Kaleb,Elliott,2020-05-05,,NULL,LongTerm
2140,Harley,Jones,2020-12-08,,NULL,LongTerm
2141,Casey,Dixon,2018-09-29,2023-05-20,1694,LongTerm
2142,Josue,Gentry,2020-01-09,2020-11-02,298,ShortTerm
2143,Adelaide,Meyer,2020-07-01,2022-10-31,852,MidTerm
2144,Pierre,Craig,2022-08-25,,NULL,LongTerm
2145,Leo,Hickman,2019-02-27,,NULL,LongTerm
2146,Frankie,Franklin,2019-12-25,2023-06-04,1257,LongTerm
2147,Vance,Cain,2020-08-14,2021-10-27,439,MidTerm
2148,Joel,Koch,2021-07-30,,NULL,LongTerm
2149,Cheyanne,Hess,2021-05-02,2023-06-27,786,MidTerm
2150,Ishaan,Sheppard,2023-01-21,2023-03-29,67,ShortTerm
2151,Areli,Mitchell,2021-01-20,2023-06-27,888,MidTerm
2152,Alexis,Kirby,2020-10-07,,NULL,LongTerm
2153,Alfred,Caldwell,2019-06-15,,NULL,LongTerm
2154,Julianna,Vang,2022-04-28,,NULL,LongTerm
2155,Arthur,Wilson,2019-06-29,2023-02-19,1331,LongTerm
2156,Ariel,Osborn,2018-09-11,2020-03-14,550,MidTerm
2157,Ansley,Arias,2020-05-15,2021-12-22,586,MidTerm
2158,Melany,Stafford,2023-02-23,,NULL,LongTerm
2159,Matias,Burns,2021-03-23,2022-03-22,364,ShortTerm
2160,Aden,George,2022-11-07,2023-04-06,150,ShortTerm
2161,Rodolfo,Franklin,2021-05-19,,NULL,LongTerm
2162,Juliet,Wall,2021-01-02,,NULL,LongTerm
2163,London,Contreras,2019-03-26,,NULL,LongTerm
2164,Kyler,Burton,2020-09-28,,NULL,LongTerm
2165,Yasmine,Hughes,2019-03-16,2020-04-26,407,MidTerm
2166,Dillon,Sullivan,2019-03-20,,NULL,LongTerm
2167,Kendrick,Ashley,2018-12-30,2020-08-10,589,MidTerm
2168,Rashad,Mayo,2018-08-08,,NULL,LongTerm
2169,Larissa,Warner,2020-07-04,2022-05-11,676,MidTerm
2170,Delilah,Cooke,2023-01-29,,NULL,LongTerm
2171,Simone,Sharp,2021-08-09,2022-05-27,291,ShortTerm
2172,Cristofer,Mcbride,2021-05-16,2023-06-30,775,MidTerm
2173,Charlize,Wong,2021-08-14,2021-10-08,55,ShortTerm
2174,Adelaide,Herman,2022-02-08,,NULL,LongTerm
2175,Kason,Ellison,2019-12-16,2020-06-21,188,ShortTerm
2176,Tyree,Weaver,2021-10-07,,NULL,LongTerm
2177,Landen,Figueroa,2020-12-23,,NULL,LongTerm
2178,Francis,Robbins,2022-11-01,,NULL,LongTerm
2179,Raphael,Solomon,2022-10-28,2023-05-27,211,ShortTerm
2180,Zariah,Castaneda,2018-11-03,2023-05-03,1642,LongTerm
2181,Trevin,Lambert,2019-03-05,2020-03-16,377,MidTerm
2182,Nathalie,Hays,2021-03-14,,NULL,LongTerm
2183,Bria,Bush,2018-12-13,,NULL,LongTerm
2184,Mason,Brewer,2021-09-05,2023-03-31,572,MidTerm
2185,Salvatore,Snyder,2020-05-17,2022-02-18,642,MidTerm
2186,Vivian,Hickman,2023-03-03,2023-03-23,20,ShortTerm
2187,Amaris,Kirk,2020-02-28,,NULL,LongTerm
2188,Grant,York,2021-02-11,2023-06-28,867,MidTerm
2189,Tyree,Mahoney,2019-01-25,,NULL,LongTerm
2190,Kimberly,Horn,2023-04-25,2023-06-15,51,ShortTerm
2191,Paul,Moreno,2021-02-14,2023-04-19,794,MidTerm
2192,Macey,Christian,2020-10-07,2023-01-18,833,MidTerm
2193,Joel,Bowen,2019-02-28,2023-06-01,1554,LongTerm
2194,Isis,Vega,2019-07-27,,NULL,LongTerm
2195,Josie,Mercer,2023-06-02,2023-07-07,35,ShortTerm
2196,Ellie,Ortega,2022-11-14,2023-01-04,51,ShortTerm
2197,Adrien,Maddox,2018-08-22,2021-11-10,1176,LongTerm
2198,Landyn,Velez,2022-12-15,2022-12-29,14,ShortTerm
2199,Lilly,Haynes,2020-05-31,,NULL,LongTerm
2200,Bianca,Cardenas,2022-07-19,,NULL,LongTerm
2201,Cayden,Bartlett,2020-07-01,,NULL,LongTerm
2202,Desiree,Walker,2020-11-18,,NULL,LongTerm
2203,Colton,Le,2020-02-29,2021-05-20,446,MidTerm
2204,Leonidas,Bridges,2021-09-24,2022-01-28,126,ShortTerm
2205,Gia,Franco,2022-04-13,2023-07-30,473,MidTerm
2206,Audrina,Williams,2022-10-25,,NULL,LongTerm
2207,Sam,Knight,2021-01-27,,NULL,LongTerm
2208,Lisa,Galia,2018-09-21,,NULL,LongTerm
2209,Rick,Clayton,2020-04-14,,NULL,LongTerm
2210,Julia,Soto,2021-05-31,2022-10-31,518,MidTerm
2211,Leonara,Lindsay,2020-04-10,,NULL,LongTerm
2212,Savanna,Mayo,2022-07-03,2023-03-22,262,ShortTerm
2213,Branden,Khan,2023-03-15,2023-05-10,56,ShortTerm
2214,Aiden,Wade,2021-07-29,2022-08-12,379,MidTerm
2215,Conrad,Ochoa,2022-02-05,2023-01-13,342,ShortTerm
2216,Jaylyn,Bruce,2022-11-09,,NULL,LongTerm
2217,Kaylie,Ayers,2020-11-23,2020-12-14,21,ShortTerm
2218,Abdullah,Arellano,2019-02-21,2022-10-21,1338,LongTerm
2219,Hazel,Lane,2022-09-25,2023-05-06,223,ShortTerm
2220,Lilah,Harrison,2022-09-17,,NULL,LongTerm
2221,Cedric,Sawyer,2019-05-31,,NULL,LongTerm
2222,Caiden,Lam,2020-07-21,2021-08-18,393,MidTerm
2223,Isla,Hawkins,2020-07-04,,NULL,LongTerm
2224,Hadley,Nash,2020-10-13,,NULL,LongTerm
2225,Milo,Jensen,2023-05-01,,NULL,LongTerm
2226,Zechariah,Strong,2019-03-22,2021-06-17,818,MidTerm
2227,Raymond,Maldonado,2021-12-27,,NULL,LongTerm
2228,Kayley,Romero,2018-08-12,2022-06-13,1401,LongTerm
2229,Antonio,Gray,2022-12-28,,NULL,LongTerm
2230,Kane,Mcfarland,2018-11-25,,NULL,LongTerm
2231,Kylie,Ellis,2020-12-26,,NULL,LongTerm
2232,Jovan,Giles,2022-12-16,,NULL,LongTerm
2233,Sheldon,Castillo,2019-09-27,,NULL,LongTerm
2234,Ariel,Barnes,2021-02-20,2022-01-09,323,ShortTerm
2235,Kyson,Grimes,2022-02-26,,NULL,LongTerm
2236,Princess,Long,2018-12-23,2021-10-11,1023,MidTerm
2237,Lyla,Wong,2022-01-10,2023-01-04,359,ShortTerm
2238,Shyanne,Livingston,2021-03-04,2021-12-06,277,ShortTerm
2239,Dario,Whitney,2023-03-10,2023-04-04,25,ShortTerm
2240,Pedro,Nelson,2018-12-05,,NULL,LongTerm
2241,Carlo,Carr,2021-06-24,,NULL,LongTerm
2242,Aileen,Pacheco,2022-05-10,2022-07-16,67,ShortTerm
2243,Dorian,Wu,2023-04-13,2023-05-03,20,ShortTerm
2244,Monica,Pham,2022-08-04,,NULL,LongTerm
2245,Londyn,Underwood,2021-02-28,2022-07-13,500,MidTerm
2246,Britney,Logan,2020-10-14,2022-04-10,543,MidTerm
2247,Alessandra,Novak,2018-09-10,2023-06-08,1732,LongTerm
2248,Ariel,Powers,2022-12-16,2023-05-28,163,ShortTerm
2249,Jewel,Bryant,2018-09-28,2019-01-26,120,ShortTerm
2250,Irene,Kim,2022-03-08,2022-04-26,49,ShortTerm
2251,Carla,Willis,2022-01-12,,NULL,LongTerm
2252,Ricardo,Fitzgerald,2020-12-08,,NULL,LongTerm
2253,Steven,Jarvis,2020-11-17,,NULL,LongTerm
2254,Benjamin,Marquez,2021-01-18,,NULL,LongTerm
2255,Gabrielle,Mercer,2020-09-15,2021-10-01,381,MidTerm
2256,Kaylyn,Pham,2019-12-11,,NULL,LongTerm
2257,Ingrid,Lucero,2021-04-29,2022-06-10,407,MidTerm
2258,Keshawn,Gilmore,2021-04-03,,NULL,LongTerm
2259,Connor,Wang,2022-02-01,,NULL,LongTerm
2260,Rocco,Vaughan,2020-01-17,2021-09-30,622,MidTerm
2261,Samuel,Jennings,2022-06-01,,NULL,LongTerm
2262,Shane,Harper,2019-03-17,,NULL,LongTerm
2263,Kali,Yates,2020-01-07,,NULL,LongTerm
2264,Piper,Guzman,2021-02-24,2021-12-29,308,ShortTerm
2265,Halle,Pena,2019-12-30,,NULL,LongTerm
2266,Jameson,Eaton,2020-05-12,2021-03-17,309,ShortTerm
2267,Antony,Brandt,2023-04-04,,NULL,LongTerm
